pwsid,p_lead_rich,exp_hidden_lead,inv_cost,rank
NC0136010,0.3148148148148148,2636.6701376228243,4445200.0,244
LA1033005,0.31452180028129395,6684.148414292466,11279400.0,245
GA2290000,0.31452180028129395,78.34143840713728,132200.0,246
NJ1438003,0.31306133056952845,136.96227947889204,232200.0,247
WY5600023,0.3128128128128128,14.027194656489302,23800.0,248
NJ0333004,0.3128128128128128,18.860093655783935,32000.0,249
MN1820001,0.3104166666666667,46.204200054127185,79000.0,250
IL0890250,0.3104166666666667,18.94957065511039,32400.0,251
WI1110100,0.3104166666666667,39.653731185693964,67800.0,252
MO4010867,0.30967449583130363,47.96081892445719,82200.0,253
IN5243017,0.3089940865848515,8.15056165652629,14000.0,254
PA1460042,0.3063492063492063,21.471828648040518,37200.0,255
IA4150014,0.3063269231581642,4.155535516025559,7200.0,256
IA7548072,0.3061460304428218,7.729346277346745,13400.0,257
IL1050650,0.3059523809523809,5.303358646939976,9200.0,258
TX2280001,0.30394321651618167,68.49091497879016,119600.0,259
TX1010214,0.30394321651618167,75.13384653191696,131200.0,260
TX0320001,0.30394321651618167,81.77677808504376,142800.0,261
IL0315350,0.30239050380483085,338.7680050904407,594600.0,262
NH1321010,0.3020833333333333,134.66379162831885,236600.0,263
IL1110250,0.3020833333333333,87.99248599213057,154600.0,264
MN1170002,0.3020833333333333,15.936543387966726,28000.0,265
NC0319010,0.3020833333333333,92.31811919743582,162200.0,266
OH1100712,0.3020833333333333,47.01280299450184,82600.0,267
WI2650113,0.3020833333333333,141.60757124736148,248800.0,268
FL6600210,0.3020833333333333,74.56025656513005,131000.0,269
IL1190500,0.3020833333333333,45.87447846678993,80600.0,270
CO0106300,0.3020833333333333,125.89869276493714,221200.0,271
IL0312550,0.3020833333333333,31.87308677593345,56000.0,272
NY0100189,0.3020833333333333,2175.110507551916,3821600.0,273
MI0001340,0.3020833333333333,48.37879242775613,85000.0,274
IL0970200,0.3020833333333333,107.45783541600422,188800.0,275
NJ1425001,0.3020833333333333,12.521569804831,22000.0,276
SC1010001,0.3020833333333333,7406.394707104765,13012800.0,277
OH3101212,0.3020833333333333,105.0673539078092,184600.0,278
IL2010450,0.3020833333333333,260.2209870349424,457200.0,279
MI0004860,0.3020833333333333,138.8755923808529,244000.0,280
KY0590220,0.3020833333333333,2463.789607779656,4328800.0,281
NH0381010,0.30142656218605585,46.91059062740857,82600.0,282
MO5010525,0.29994741714403234,8.590096601007048,15200.0,283
IA2220002,0.2996174101381651,2.1451614094033826,3800.0,284
UTAH23002,0.2990482503380946,121.14041551576491,215000.0,285
IL0670400,0.2976190476190476,46.99093370554581,83800.0,286
IL1030050,0.2976190476190476,10.429968579035227,18600.0,287
MN1460003,0.2976190476190476,123.47736995180414,220200.0,288
SC0410003,0.2976190476190476,155.77662748688095,277800.0,289
CA1500209,0.29722680773510585,17.36037108693495,31000.0,290
IL0110450,0.2965686274509804,20.67455947491366,37000.0,291
IL1070400,0.2965686274509804,23.9154363655758,42800.0,292
IL1055030,0.2965686274509804,185.8475265231428,332600.0,293
KS2001510,0.2965686274509804,45.260522093729904,81000.0,294
IL0311110,0.2965686274509804,885.3181630284649,1584400.0,295
IL0190600,0.2965686274509804,35.53789142174348,63600.0,296
MO2010105,0.2965686274509804,170.8724402007729,305800.0,297
IL1671200,0.2965686274509804,947.7888589553662,1696200.0,298
IL0510350,0.2965686274509804,255.4705024846088,457200.0,299
IL1835120,0.2965686274509804,1744.2622934294725,3121600.0,300
IL0890600,0.2965686274509804,39.896312067806356,71400.0,301
IL0990450,0.2965686274509804,23.02140136125521,41200.0,302
IL0312670,0.2965686274509804,37.54947018146481,67200.0,303
IL0312940,0.2965686274509804,16.874910706551148,30200.0,304
IL1970300,0.2965686274509804,2.2350875108014767,4000.0,305
