pwsid,name,state,must_replace,unknown,pop,lead90,exposure_per_line,cost_total,priority_rank
UTAH21003,AUSTIN SSD,UT,1.0,39.0,135,0.003,2.9454545454545453,12500.0,3122
MI0005300,"PETOSKEY, CITY OF",MI,164.0,840.0,8979,0.002,2.945354558610709,938800.0,3123
IN5202009,NEW HAVEN WATER DEPARTMENT,IN,462.0,0.0,15700,0.00295,2.9447753396029257,2171400.0,3124
NY1302778,TIVOLI VILLAGE WATER,NY,7.0,203.0,1303,0.001,2.944632768361582,73500.0,3125
NE3114303,"STROMSBURG, CITY OF",NE,36.0,595.0,1155,0.00913,2.9445483359746434,288200.0,3126
IL0610400,WHITE HALL,IL,86.0,0.0,2313,0.0048,2.9442237222757957,404200.0,3127
WI6560126,NEW RICHMOND WATERWORKS,WI,178.0,183.0,10824,0.0015,2.944213649851632,873200.0,3128
LA1003002,TOWN OF ELIZABETH WATER SYSTEM,LA,3.0,95.0,966,0.001,2.944,33100.0,3129
GA0730000,COLUMBIA COUNTY,GA,6.0,2058.0,124763,0.0032,2.943916039490999,439800.0,3130
CT0920011,AQUARION-NEW HARTFORD,CT,5.0,548.0,1872,0.0013,2.943907380607815,133100.0,3131
IL0312700,ROBBINS,IL,1332.0,293.0,5415,0.0,2.942934782608696,6319000.0,3132
NE3120819,"CHAPMAN, VILLAGE OF",NE,35.0,0.0,292,0.00329,2.9425234159779614,164500.0,3133
TN0000373,LAFAYETTE WATER SYSTEM,TN,617.0,0.0,21551,0.00301,2.9424115684936702,2899900.0,3134
MN1200006,Mantorville,MN,23.0,161.0,1197,0.0,2.941031941031941,140300.0,3135
NC0332010,"DURHAM, CITY OF",NC,37.0,54372.0,322083,0.0,2.9409943843309136,11048300.0,3136
WI4310281,KEWAUNEE WATERWORKS,WI,282.0,0.0,2848,0.0045,2.940746624305004,1325400.0,3137
PA3060088,PAW GLEN ALSACE DIV,PA,42.0,8928.0,24951,0.002,2.940702995008319,1983000.0,3138
IA9780059,SLOAN WATER SUPPLY,IA,11.0,20.0,1042,0.00663,2.9404383561643836,55700.0,3139
GA1110003,MORGANTON,GA,1.0,0.0,1768,0.0056,2.93953188054883,4700.0,3140
PR0002702,UTUADO URBANO,PR,2.0,2151.0,12984,0.006,2.939456662354463,439600.0,3141
IL0070100,CAPRON,IL,2.0,0.0,1343,0.0,2.938730853391685,9400.0,3142
IL0950150,EAST GALESBURG,IL,1.0,0.0,860,0.0034,2.93853296193129,4700.0,3143
TX1260010,OAKVIEW FARMS SUBDIVISION,TX,9.0,8.0,399,0.0019,2.938169934640523,43900.0,3144
IA5704012,ALBURNETT WATER SUPPLY,IA,5.0,9.0,675,0.004,2.9381443298969074,25300.0,3145
VA2005800,ROSEDALE/CALLAGHAN,VA,14.0,102.0,858,0.00082,2.9379999999999997,86200.0,3146
MN1130007,Lindstrom,MN,50.0,1022.0,4938,0.002,2.937742782152231,439400.0,3147
WI4590449,BIRNAMWOOD WATERWORKS,WI,1.0,184.0,832,0.0011,2.937543859649123,41500.0,3148
IL2030350,METAMORA,IL,12.0,438.0,3895,0.0057,2.937213114754098,144000.0,3149
MN1490006,Royalton,MN,8.0,123.0,1266,0.004,2.936996336996337,62200.0,3150
UTAH27009,LA VERKIN CITY WATER SYSTEM,UT,104.0,0.0,4500,0.00221,2.9368600682593855,488800.0,3151
IN5270001,CARTHAGE WATER DEPARTMENT,IN,22.0,265.0,1000,0.002,2.936096718480138,156400.0,3152
IN5233011,NEW CASTLE UTILITIES,IN,315.0,6843.0,19880,0.0027,2.935969962453066,2849100.0,3153
AL0000232,BUTLER WATER SYSTEM,AL,1.0,23.0,4590,0.0027,2.935609756097561,9300.0,3154
MN1330001,Mora,MN,61.0,2.0,3786,0.002,2.9348837209302325,287100.0,3155
NY2902840,LIBERTY UTILITIES NEW YORK - MERRICK,NY,48.0,253.0,135000,0.0,2.934846409704559,276200.0,3156
IL1110300,HEBRON,IL,20.0,0.0,1368,0.0045,2.9346534653465346,94000.0,3157
MN1770007,Long Prairie,MN,26.0,528.0,3744,0.0,2.9341692789968654,227800.0,3158
WI1140150,IRON RIDGE WATERWORKS,WI,3.0,205.0,937,0.0028,2.933790677220757,55100.0,3159
KS2007906,"NORTH NEWTON, CITY OF",KS,2.0,42.0,1829,0.001,2.9337343358395986,17800.0,3160
WI6560137,SOMERSET WATERWORKS,WI,3.0,0.0,3334,0.0018,2.933291437549097,14100.0,3161
IA7048001,MUSCATINE POWER & WATER,IA,2419.0,1.0,25516,0.003,2.932311817659452,11369500.0,3162
KY0500476,HORSE CAVE WATER SYSTEM,KY,564.0,76.0,2744,0.0047,2.9322918361811774,2666000.0,3163
CA1900155,WILSONA GARDENS MUTUAL,CA,7.0,37.0,129,0.0,2.9318181818181817,40300.0,3164
OH4602412,WEST LIBERTY VILLAGE PWS,OH,69.0,577.0,1800,0.0021,2.9314285714285715,439700.0,3165
AL0000149,HOBSON CITY WATER SYSTEM,AL,173.0,0.0,633,0.0,2.9305555555555554,813100.0,3166
TX1660003,CITY OF THORNDALE,TX,71.0,27.0,1400,0.00484,2.929957805907173,339100.0,3167
NC0201015,"GRAHAM, CITY OF",NC,187.0,380.0,18354,0.0,2.929608938547486,954900.0,3168
NJ1411001,FLORHAM PARK WATER DEPT,NJ,13.0,2511.0,8846,0.00253,2.9286190745986778,563300.0,3169
AL0001371,WILCOX COUNTY WATER AND SEWER DISTRICT,AL,32.0,1.0,6144,0.0,2.9285033365109627,150600.0,3170
ID5270007,HAZELTON CITY OF,ID,136.0,0.0,899,0.0,2.9283387622149837,639200.0,3171
MI0000910,BRONSON,MI,617.0,0.0,2421,0.002,2.928281750266809,2899900.0,3172
MI0002820,GRANDVILLE,MI,100.0,0.0,15948,0.0,2.9278501927666607,470000.0,3173
KY1180471,WILLIAMSBURG WATER DEPARTMENT,KY,80.0,243.0,5554,0.0,2.9277807063784924,424600.0,3174
GA2590001,CITY OF OMAHA,GA,14.0,0.0,243,0.0,2.927710843373494,65800.0,3175
MN1460009,Trimont,MN,1.0,259.0,734,0.006,2.9276353276353273,56500.0,3176
AL0000319,"LEIGHTON, WSB OF THE TOWN OF",AL,70.0,0.0,1203,0.0,2.927007299270073,329000.0,3177
NJ0103001,BRIGANTINE WATER DEPARTMENT,NJ,4937.0,0.0,14450,0.0,2.9268786712578487,23203900.0,3178
MO4010876,WYATT PWS,MO,8.0,0.0,319,0.0,2.926605504587156,37600.0,3179
MO1024153,CLINTON COUNTY PWSD 1,MO,3.0,268.0,1080,0.00272,2.9262385321100917,67700.0,3180
IA0858090,OGDEN MUNICIPAL UTILITIES,IA,119.0,0.0,2419,0.003,2.926209677419355,559300.0,3181
OK3004939,MCINTOSH CO. RWD #5,OK,15.0,0.0,1900,0.00191,2.9261384335154825,70500.0,3182
NJ1438003,WASHINGTON TWP MUA-HAGER,NJ,21.0,1161.0,3458,0.0,2.925549915397631,330900.0,3183
IA2256041,MARQUETTE WATER SUPPLY,IA,21.0,15.0,429,0.0074,2.925296803652968,101700.0,3184
NY5001222,PAINTED POST VILLAGE,NY,7.0,528.0,1750,0.002,2.9252704031465093,138500.0,3185
IL0190650,RANTOUL,IL,14.0,16.0,13000,0.0022,2.9245961676803347,69000.0,3186
NY1600012,TUPPER LAKE V,NY,1.0,1055.0,5500,0.0023,2.924542800061472,215700.0,3187
OK1020514,EUFAULA PWA,OK,3.0,0.0,2766,0.001,2.92408325074331,14100.0,3188
PA3480032,WALNUTPORT AUTHORITY,PA,5.0,0.0,3000,0.0,2.9239766081871346,23500.0,3189
IN5261002,LYFORD WATER WORKS,IN,51.0,71.0,1000,0.0,2.9239766081871346,253900.0,3190
PA4050021,SAXTON MUNI WATER AUTH,PA,9.0,735.0,1675,0.006,2.923940149625935,189300.0,3191
MI0003130,HESPERIA,MI,270.0,97.0,954,0.0038,2.923422982885086,1288400.0,3192
NY0701008,ELMIRA WATER BOARD,NY,2873.0,3221.0,54000,0.0011,2.922844175491679,14147300.0,3193
MO2010566,NEW FRANKLIN PWS,MO,2.0,108.0,1089,0.00404,2.9224186046511633,31000.0,3194
PA7220036,PA AMERICAN WATER STEELTON,PA,56.0,2090.0,6428,0.0017,2.922215870423302,681200.0,3195
PA4600010,NEW BERLIN MUNICIPAL AUTHORITY,PA,1.0,378.0,990,0.002,2.921875,80300.0,3196
NM3576623,HOFHEINS/MARCEL THOMAS ASSOC COOP INC,NM,7.0,24.0,98,0.0011,2.921851851851852,37700.0,3197
ME0090220,BREWER WATER DEPARTMENT,ME,1.0,397.0,8860,0.0021,2.921724038183396,84100.0,3198
IL0750650,MILFORD,IL,101.0,328.0,1306,0.0051,2.9216026711185314,540300.0,3199
TN0000732,WATERTOWN WATER SYSTEM,TN,160.0,0.0,1920,0.001,2.921540656205421,752000.0,3200
NY0400331,ALLEGANY TOWN CONSOLIDATED DISTRICT #1,NY,3.0,106.0,480,0.00262,2.9214507772020726,35300.0,3201
WI4360431,REEDSVILLE WATERWORKS,WI,1.0,0.0,1200,0.0026,2.921161825726141,4700.0,3202
PA1460046,PA AMERICAN NORRISTOWN,PA,417.0,30340.0,88885,0.002,2.9203169541479443,8027900.0,3203
NY0200327,WELLSVILLE VILLAGE PUBLIC WATER,NY,12.0,1167.0,5700,0.0,2.9200819672131146,289800.0,3204
AL0000338,EVERGREEN WATER WORKS,AL,715.0,3.0,4950,0.00055,2.918941979522184,3361100.0,3205
MN1740007,Owatonna,MN,44.0,242.0,26430,0.002,2.91863977394524,255200.0,3206
CO0154725,STEAMBOAT SPRINGS CITY OF,CO,1.0,188.0,9950,0.002,2.918391994478951,42300.0,3207
TX0380013,RRA TELL CEE VEE WS,TX,22.0,1.0,534,0.0,2.918032786885246,103600.0,3208
NY3401162,PHELPS VILLAGE,NY,203.0,239.0,2118,0.0018,2.917785977859779,1001900.0,3209
MI0006200,SPARTA,MI,56.0,49.0,4140,0.00228,2.916990825688073,273000.0,3210
WV3300701,GRANTSVILLE MUNICIPAL,WV,6.0,204.0,596,0.00049,2.9169162717219588,69000.0,3211
TN0000442,MAYNARDVILLE WATER DEPT,TN,2.0,0.0,7940,0.002,2.916909778498109,9400.0,3212
IL0191000,IL AMERICAN-TOLONO,IL,2.0,993.0,3604,0.001,2.9167425392008095,208000.0,3213
TX2440008,RRA LOCKETT WATER SYSTEM,TX,4.0,0.0,705,0.0025,2.916666666666667,18800.0,3214
CA5000408,WESTLEY CSD,CA,2.0,0.0,70,0.0,2.9166666666666665,9400.0,3215
MI0005900,SALINE,MI,43.0,1468.0,9158,0.0,2.9165605095541403,495700.0,3216
KY0120044,BROOKSVILLE UTILITY,KY,50.0,0.0,977,0.0,2.916417910447761,235000.0,3217
AL0000582,WEST ETOWAH WATER & FIRE PRO AUTHORITY,AL,22.0,1.0,6900,0.0,2.916314454775993,103600.0,3218
NY0801747,SHERBURNE VILLAGE,NY,5.0,533.0,1531,0.001,2.9161904761904758,130100.0,3219
PA4070021,TYRONE BORO WATER AUTH,PA,3.0,1256.0,6500,0.0,2.9161058770749215,265300.0,3220
WI8510130,PARK FALLS WATERWORKS,WI,93.0,386.0,2993,0.0023,2.9154786036036033,514300.0,3221
IN5285003,INDIANA AMERICAN WATER - WABASH,IN,268.0,3794.0,12140,0.003,2.9153492095257154,2018400.0,3222
IL1110350,HUNTLEY,IL,14.0,1.0,28495,0.003,2.9153380509847384,66000.0,3223
ND4900622,MAYVILLE CITY OF,ND,21.0,592.0,1858,0.00266,2.912763426542388,217100.0,3224
OH2902812,XENIA CITY PWS,OH,353.0,3.0,29000,0.0018,2.9127432517263028,1659700.0,3225
WI1530068,RICHLAND CENTER WATERWORKS,WI,200.0,25.0,5100,0.0046,2.912587412587413,945000.0,3226
IL1055030,IL AMERICAN-PONTIAC,IL,683.0,1663.0,11864,0.002,2.9109908349570612,3542700.0,3227
OH0400711,AQUA OHIO - ASHTABULA,OH,1075.0,2078.0,32408,0.00309,2.910854844715871,5468100.0,3228
PA7360045,EPHRATA AREA JOINT AUTHORITY,PA,19.0,6178.0,24500,0.00152,2.9104375651673675,1324900.0,3229
NC0241010,"GREENSBORO, CITY OF",NC,17.0,67123.0,319588,0.0,2.910054451749194,13504500.0,3230
TX0310002,HARLINGEN WATER WORKS SYSTEM,TX,1.0,11867.0,85900,0.0,2.90979302869144,2378100.0,3231
SC1920001,EDGEFIELD CO W&SA (1920001),SC,9.0,5103.0,29200,0.0021,2.9097902097902097,1062900.0,3232
NE3108106,"PHILLIPS, VILLAGE OF",NE,8.0,75.0,385,0.0079,2.90973597359736,52600.0,3233
MN1790012,Plainview,MN,11.0,760.0,3340,0.002,2.9095567512170124,203700.0,3234
KY1080425,TAYLORSVILLE WATER WORKS,KY,140.0,684.0,22286,0.003,2.909399477806788,794800.0,3235
NE3115102,"FRIEND, CITY OF",NE,47.0,295.0,964,0.0094,2.9092888064316638,279900.0,3236
NY6000607,ATTICA VILLAGE,NY,34.0,261.0,2659,0.001,2.9089914529914527,212000.0,3237
IL1170150,CARLINVILLE,IL,144.0,680.0,6598,0.004,2.9089685578373357,812800.0,3238
NE3110904,"SPRAGUE, VILLAGE OF",NE,4.0,0.0,150,0.00565,2.908450704225352,18800.0,3239
NY0600363,HANOVER WD #3 - FORESTVILLE,NY,14.0,3.0,804,0.0022,2.9082649842271295,66400.0,3240
MT0000415,GLASGOW  CITY OF,MT,28.0,1357.0,3253,0.006,2.908173690932311,403000.0,3241
NE3113701,"FUNK, VILLAGE OF",NE,16.0,0.0,204,0.0036,2.9075862068965517,75200.0,3242
DE00A0323,ARTESIAN SOUTHERN SUSSEX REGIONAL,DE,1.0,2.0,18215,0.002,2.90714922780829,5100.0,3243
WV3301504,CHESTER WATER DEPT.,WV,15.0,798.0,3220,0.0032,2.9069444444444446,230100.0,3244
IA2330036,DE WITT WATER SUPPLY,IA,64.0,156.0,5514,0.0034,2.9066781263429307,332000.0,3245
MO3010409,MO AMERICAN JEFFERSON CITY DISTRICT,MO,512.0,6777.0,30075,0.002,2.9065404621812907,3761800.0,3246
AL0001202,NORTHWEST ST CLAIR WATER SYSTEM,AL,1.0,0.0,3000,0.003,2.905569007263922,4700.0,3247
PR0004885,SALINAS URBANO,PR,2.0,1619.0,8894,0.006,2.9051796546896873,333200.0,3248
IL1050450,FORREST,IL,113.0,381.0,1225,0.00257,2.9046221322537114,607300.0,3249
MN1730002,Avon,MN,2.0,0.0,1667,0.004,2.904447501146263,9400.0,3250
IA1376098,ROCKWELL CITY WATER SUPPLY,IA,20.0,351.0,2250,0.002,2.9043280182232345,164200.0,3251
MN1100005,Hamburg,MN,4.0,174.0,530,0.003,2.904109589041096,53600.0,3252
IA3615040,FARRAGUT WATER SUPPLY,IA,15.0,0.0,490,0.005,2.903703703703704,70500.0,3253
MN1220013,Minnesota Lake,MN,7.0,253.0,683,0.007,2.9035748792270533,83500.0,3254
PA1460015,AQUA PA UPPER PROVIDENCE,PA,3.0,189.0,810,0.0,2.903225806451613,51900.0,3255
TX1200013,CITY OF LA WARD,TX,8.0,0.0,165,0.004,2.9027777777777772,37600.0,3256
VA2005840,SELMA / LOW MOOR / VALLEY RIDGE,VA,24.0,238.0,1884,0.00087,2.9014148471615724,160400.0,3257
WI4450336,KAUKAUNA UTILITIES,WI,237.0,0.0,17493,0.0024,2.9013268515870743,1113900.0,3258
NY0400348,RANDOLPH TOWN WATER DISTRICT,NY,146.0,137.0,1738,0.0022,2.9008830664725864,713600.0,3259
MO1024114,CASS COUNTY PWSD 2,MO,4.0,1016.0,4650,0.0,2.9008109794135994,222000.0,3260
AZ0407128,ARIZONA WATER CO - WHITE TANKS,AZ,9.0,1641.0,18858,0.0,2.89989235737352,370500.0,3261
WI6270244,BLACK RIVER FALLS WATERWORKS,WI,85.0,79.0,3608,0.0023,2.8998095238095236,415300.0,3262
VT0005065,ESSEX TOWN WATER SYSTEM,VT,35.0,27.0,9734,0.0,2.899612749478701,169900.0,3263
OK3004811,WRIGHT CITY PWA,OK,3.0,256.0,792,0.000815,2.8994166666666668,65300.0,3264
NY3800158,UNADILLA VILLAGE,NY,1.0,292.0,1128,0.0035,2.8983333333333334,63100.0,3265
IA5715093,CEDAR RAPIDS WATER DEPARTMENT,IA,2495.0,4949.0,142364,0.00162,2.898287772163528,12716300.0,3266
IN5215003,CITY OF GREENDALE UTILITIES,IN,13.0,1691.0,5092,0.00128,2.8980164306939344,399300.0,3267
GA0710038,PINEY GROVE SUBDIVISION,GA,1.0,0.0,81,0.0011,2.898,4700.0,3268
TX1130011,CITY OF KENNARD,TX,1.0,0.0,460,0.00097,2.8979092702169624,4700.0,3269
IN5201001,BERNE WATER DEPARTMENT,IN,88.0,0.0,4388,0.00236,2.896964441909108,413600.0,3270
IN5263002,PETERSBURG WATER COMPANY,IN,97.0,438.0,4018,0.0,2.89689978370584,543500.0,3271
AL0001260,"TALLADEGA WATER & SEWER BOARD, CITY OF",AL,3806.0,3.0,20250,0.001,2.8962188254223653,17888800.0,3272
MO4010456,LEADWOOD PWS,MO,445.0,0.0,1200,0.00111,2.896179775280899,2091500.0,3273
IL0730300,CAMBRIDGE,IL,306.0,170.0,2086,0.0047,2.89599718111346,1472200.0,3274
FL3530592,FLORIDA CAMP INN,TX,350.0,0.0,1150,0.004,2.8959575878064943,1645000.0,3275
IA0398082,WAUKON WATER DEPARTMENT,IA,250.0,2.0,3827,0.005,2.8959515701853955,1175400.0,3276
PA3540039,RINGTOWN BORO WATER DEPARTMENT,PA,16.0,316.0,823,0.004,2.8957407407407403,138400.0,3277
MI0003140,HIGHLAND PARK,MI,2828.0,0.0,8977,0.002,2.8952570669702142,13291600.0,3278
GA0270000,BARWICK,GA,78.0,0.0,626,0.0013,2.894695035460993,366600.0,3279
MI0001360,"CHEBOYGAN, CITY OF",MI,75.0,1547.0,5500,0.0007,2.8942517177811293,661900.0,3280
MI0003240,HOWARD CITY,MI,334.0,0.0,1800,0.0,2.8938906752411575,1569800.0,3281
TN0000330,JELLICO UTILITIES AUTHORITY,TN,1.0,205.0,5056,0.0009,2.893822894168467,45700.0,3282
PA4600012,MIFFLINBURG BORO WATER DEPT,PA,2.0,985.0,3690,0.00064,2.892812030075188,206400.0,3283
IN5237002,CUII - WATER SERVICE CO.,IN,1.0,214.0,654,0.0045,2.891836734693878,47500.0,3284
HI0000360,JOINT BASE PEARL HARBOR-HICKAM,HI,87.0,0.0,65230,0.0,2.890888140400638,408900.0,3285
MN1020017,Coon Rapids,MN,162.0,5909.0,64000,0.0,2.8901734104046244,1943200.0,3286
NJ0320001,MEDFORD TWP DEPT OF MUNI,NJ,8.0,2729.0,17272,0.0,2.8892606222816997,583400.0,3287
PA4140109,UPPER HALFMOON WATER,PA,8.0,218.0,1500,0.003,2.889245585874799,81200.0,3288
PA1460033,HORSHAM WATER&SEWER AUTHORITY,PA,4.0,6567.0,26000,0.0,2.889209912212468,1332200.0,3289
KY0540269,MORTONS GAP WATER DEPARTMENT,KY,6.0,0.0,1485,0.0,2.8891050583657587,28200.0,3290
ID6060071,SHELLEY CITY OF,ID,1158.0,0.0,4409,0.001,2.8887796887796884,5442600.0,3291
VT0005341,WINDSOR WATER DEPT,VT,170.0,707.0,2350,0.0027,2.8885416666666663,940400.0,3292
DE0000552,ARTESIAN WATER COMPANY,DE,522.0,29413.0,231114,0.001,2.8884623946945998,8336000.0,3293
IL0630070,BURT ESTATES MHC,CO,187.0,0.0,543,0.0,2.8882978723404253,878900.0,3294
CA5400641,TEVISTON COMMUNITY SERVICES DISTRICT,CA,14.0,7.0,383,0.0014,2.8879080459770115,67200.0,3295
TX1520004,CITY OF SLATON,TX,6.0,4.0,5858,0.00108,2.8872533333333337,29000.0,3296
PR0002772,VEGA BAJA URBANO,PR,1.0,4671.0,26660,0.006,2.8866202629543696,938900.0,3297
AL0001247,"MUNFORD WATER AUTHORITY, INC.",AL,3.0,0.0,4467,0.0,2.885658914728682,14100.0,3298
FL6280049,"AVON PARK, CITY OF",FL,1232.0,1011.0,19361,0.0096,2.8849754679265858,5992600.0,3299
CO0144020,MORGAN COUNTY QUALITY WD,CO,14.0,1483.0,8116,0.001,2.8847273131178497,362400.0,3300
KS2018303,"SMITH CENTER, CITY OF",KS,17.0,0.0,1572,0.0014,2.8837583892617444,79900.0,3301
DE00A0428,CHURCH CREEK (AWC),DE,2.0,0.0,9654,0.0,2.8835125448028673,9400.0,3302
OH5701212,MIAMISBURG CITY PWS,OH,117.0,0.0,19790,0.0019,2.8833225570067675,549900.0,3303
IL0290100,CHARLESTON,IL,1.0,5702.0,17286,0.003,2.883002084781098,1145100.0,3304
FL6580326,SARASOTA-CITY OF,FL,5.0,0.0,55364,0.001,2.8829785849118013,23500.0,3305
GA1370004,DEMOREST,GA,76.0,0.0,18049,0.002,2.882685080796693,357200.0,3306
KS2019113,"MULVANE, CITY OF",KS,2.0,0.0,6587,0.0029,2.8824666911135557,9400.0,3307
NJ1204001,EAST BRUNSWICK WATER UTILITY,NJ,131.0,1508.0,48474,0.00013,2.882057648099027,917300.0,3308
PA5650031,MAWC FURNACE RUN,PA,18.0,1362.0,3100,0.007,2.8812843261512464,357000.0,3309
NC1081024,FIREFLY COVE,NC,6.0,31.0,99,0.0125,2.880952380952381,34400.0,3310
LA1115001,VILLAGE OF ANACOCO,LA,2.0,81.0,1506,0.0017,2.880893470790378,25600.0,3311
ME0091280,PITTSFIELD WATER DEPT,ME,36.0,941.0,3228,0.0018,2.880764940239044,357400.0,3312
TX1740018,SACUL WSC,TX,1.0,0.0,478,0.00317,2.880683250414594,4700.0,3313
NY2902851,ROSLYN WD,NY,115.0,2504.0,17000,0.0,2.880379532361911,1041300.0,3314
OH5702512,UNION CITY PWS,OH,13.0,0.0,7000,0.0035,2.879697576161886,61100.0,3315
IL2010350,ROCKTON,IL,170.0,0.0,7685,0.0014,2.8794608179118115,799000.0,3316
MI0006300,"ST. JOHNS, CITY OF",MI,103.0,614.0,7896,0.001,2.8794529914529914,606900.0,3317
OH8701611,NORTH BALTIMORE VILLAGE,OH,109.0,0.0,3432,0.0,2.879194630872483,512300.0,3318
MN1680006,Warroad,MN,8.0,296.0,1857,0.003,2.87906976744186,96800.0,3319
IN5211006,KNIGHTSVILLE WATER WORKS,IN,30.0,372.0,1523,0.0,2.8790170132325144,215400.0,3320
IN5279013,LAFAYETTE WATER WORKS,IN,2625.0,67.0,70835,0.0038,2.878911299911365,12350900.0,3321
IL0550750,ZEIGLER,IL,2.0,682.0,1774,0.008,2.8784479717813047,145800.0,3322
MI0002880,"GROSSE POINTE, CITY OF",MI,118.0,1199.0,5421,0.0024,2.8779679633867277,794400.0,3323
MT0000201,DILLON  CITY OF,MT,4.0,1493.0,4300,0.003,2.877858337981037,317400.0,3324
WI6630263,VIROQUA WATERWORKS,WI,75.0,146.0,4362,0.00442,2.8768904737646457,381700.0,3325
TX1470006,BISTONE MUNICIPAL WATER SUPPLY,TX,9.0,2.0,768,0.0,2.8764044943820224,42700.0,3326
IL0111100,WALNUT,IL,86.0,0.0,1311,0.0054,2.8757419354838714,404200.0,3327
AL0000509,"FORT PAYNE, THE WW BD OF THE CITY OF",AL,1693.0,0.0,25107,0.0,2.8756156224945597,7957100.0,3328
NE3111916,"MADISON, CITY OF",NE,33.0,341.0,2135,0.001,2.875420875420875,223300.0,3329
NY3401150,CANANDAIGUA CITY,NY,179.0,1694.0,11264,0.0012,2.8752351689907827,1180100.0,3330
WY5600047,"RIVERTON, CITY OF",WY,113.0,483.0,10330,0.004,2.8751190214604847,627700.0,3331
NJ0818004,WASHINGTON TOWNSHIP MUA,NJ,15.0,74.0,48000,0.0,2.8749401054144705,85300.0,3332
PA2409003,PAW CRYSTAL LAKE,PA,15.0,4036.0,9773,0.004,2.8748567889766217,877700.0,3333
IN5278002,VEVAY WATER DEPARTMENT,IN,15.0,4.0,1883,0.00245,2.8747462817147857,71300.0,3334
PR0003262,MANATI EAST,PR,4.0,2234.0,13305,0.006,2.874537037037037,465600.0,3335
IN5245021,HIGHLAND WATER WORKS,IN,149.0,7787.0,23984,0.0024,2.874412645934497,2257700.0,3336
NH0921010,GORHAM WATER AND SEWER DEPT,NH,14.0,901.0,2630,0.0,2.8743169398907105,246000.0,3337
IN5226008,PRINCETON WATER DEPARTMENT,IN,2.0,4106.0,10875,0.002,2.8736302168337606,830600.0,3338
TX2100013,SAND HILLS WSC,TX,1.0,0.0,1500,0.0,2.8735632183908044,4700.0,3339
VA3001660,"PARKSLEY, TOWN OF",VA,142.0,73.0,804,0.0095,2.873522975929978,682000.0,3340
NE3109705,"TECUMSEH, CITY OF",NE,27.0,627.0,2438,0.001,2.873517495395949,252300.0,3341
PA5650049,DERRY BORO MUNI AUTH,PA,52.0,1988.0,6500,0.00104,2.873363648890726,642000.0,3342
SC4310501,SHAW AFB (SC4310501),SC,1.0,103.0,5125,0.00021,2.8727197346600333,25300.0,3343
WY5600033,"LYMAN, TOWN OF",WY,12.0,416.0,2203,0.001,2.8726976365118175,139600.0,3344
IL1370200,JACKSONVILLE,IL,3916.0,1.0,19903,0.002,2.872371492847744,18405400.0,3345
PA6250056,LAKE CITY BORO MUNIC WATER,PA,9.0,725.0,2935,0.001,2.87217125382263,187300.0,3346
TX1550001,CITY OF BELLMEAD,TX,2864.0,0.0,10664,0.0,2.872071101535147,13460800.0,3347
IN5245046,CUII - TWIN LAKES,IN,4.0,586.0,8000,0.0023,2.870773698402821,136000.0,3348
MI0004050,"MANTON, CITY OF",MI,102.0,247.0,1287,0.003,2.870631970260223,528800.0,3349
IN5233008,MIDDLETOWN WATER UTILITY,IN,4.0,924.0,2050,0.0047,2.870291400142147,203600.0,3350
NY1800551,OAKFIELD VILLAGE,NY,9.0,46.0,1679,0.002,2.8700854700854697,51500.0,3351
VT0020775,WILLOWS MHP,VT,1.0,0.0,63,0.0014,2.8699999999999997,4700.0,3352
MI0002250,"FARWELL, VILLAGE OF",MI,114.0,0.0,871,0.0022,2.8699616858237547,535800.0,3353
MN1770002,Browerville,MN,6.0,182.0,836,0.004,2.86973803071364,64600.0,3354
NY2800140,FULTONVILLE VILLAGE PWS,NY,2.0,304.0,740,0.0028,2.8697167755991284,70200.0,3355
OH2100311,DELAWARE CITY PWS,OH,212.0,12049.0,43895,0.0,2.869516898738315,3406200.0,3356
WI6060192,ALMA WATERWORKS,WI,4.0,246.0,769,0.0,2.8694029850746268,68000.0,3357
TX1750028,B & B WSC,TX,32.0,0.0,3027,0.0,2.8691943127962087,150400.0,3358
NE3103504,"GLENVIL, VILLAGE OF",NE,34.0,89.0,350,0.0016,2.869135802469136,177600.0,3359
MI0002890,GROSSE POINTE FARMS,MI,244.0,0.0,9757,0.0029,2.868527551942186,1146800.0,3360
PA7670085,DALLASTOWN YOE WATER AUTH,PA,17.0,1604.0,12300,0.0,2.8684701492537314,400700.0,3361
NY3304335,TULLY VILLAGE,NY,64.0,139.0,930,0.0011,2.868390804597701,328600.0,3362
KS2004105,"SOLOMON, CITY OF",KS,34.0,437.0,993,0.0054,2.8672611464968156,247200.0,3363
TX1550033,CITY OF LACY LAKEVIEW,TX,432.0,0.0,7275,0.0,2.8664302600472813,2030400.0,3364
NH0091010,ANTRIM SEWER AND WATER DEPT,NH,5.0,316.0,920,0.0,2.866043613707165,86700.0,3365
PA4490016,PA AMERICAN TURBOTVILLE,PA,2.0,298.0,705,0.005,2.8658536585365857,69000.0,3366
TN0000582,RIVER ROAD UTILITY DISTRICT,TN,1.0,0.0,3613,0.001,2.8653283767038413,4700.0,3367
OH1901212,UNION CITY VILLAGE PWS,IN,23.0,276.0,1650,0.0024,2.865269461077844,163300.0,3368
MT0000003,ABSAROKEE WATER AND SEWER DIST,MT,1.0,297.0,1100,0.005,2.8645833333333335,64100.0,3369
