pwsid,name,state,must_replace,unknown,pop,lead90,exposure_per_line,cost_total,priority_rank
AL0000508,CROSSVILLE WATER BOARD,AL,3.0,0.0,1998,0.00149,3.0296110344827585,14100.0,2875
OH2600311,DELTA VILLAGE,OH,19.0,649.0,3518,0.0024,3.029606533036377,219100.0,2876
IL0250100,FLORA,IL,198.0,428.0,5233,0.0077,3.0295613363937774,1016200.0,2877
MO1010649,PLEASANT HILL PWS,MO,9.0,2981.0,8262,0.0015,3.0294000000000003,638500.0,2878
NY5503393,WALLKILL WATER DISTRICT,NY,5.0,472.0,1500,0.00157,3.029250457038391,117900.0,2879
TX0890006,GONZALES COUNTY WSC,TX,1.0,3416.0,10350,0.0,3.028972783143108,687900.0,2880
KY0840048,BURGIN WATER DEPARTMENT,KY,52.0,2.0,1426,0.003,3.0286725663716814,244800.0,2881
OH3102212,WYOMING CITY PWS,OH,151.0,728.0,9700,0.0005,3.028197381671702,855300.0,2882
AL0000068,SPANISH FORT WATER SYSTEM,AL,22.0,0.0,10161,0.0023,3.028170542635659,103400.0,2883
NY4500164,CORINTH VILLAGE,NY,10.0,103.0,2283,0.003,3.0271823204419888,67600.0,2884
WA5350700,MANCHESTER WATER DISTRICT,WA,119.0,0.0,10475,0.0,3.026581912741982,559300.0,2885
TX1012392,HARRIS COUNTY MUD 239,TX,6.0,0.0,5583,0.0,3.0260162601626015,28200.0,2886
TN0000136,COPPERHILL WATER DEPT,TN,1.0,2.0,1217,0.001,3.025951825951826,5100.0,2887
NJ0408001,CITY OF CAMDEN,NJ,10568.0,2358.0,46585,0.0013,3.0258437935843796,50141200.0,2888
MI0003460,"ITHACA, CITY OF",MI,38.0,0.0,3098,0.0017,3.0255321637426897,178600.0,2889
TX1010870,ORANGE GROVE WATER SUPPLY,TX,7.0,10.0,498,0.0004,3.025325443786982,34900.0,2890
CA4910006,"PETALUMA, CITY OF",CA,122.0,4588.0,60781,0.0,3.025284953461749,1491000.0,2891
IL1170700,MOUNT OLIVE,IL,335.0,0.0,2193,0.0078,3.0248275862068965,1574500.0,2892
OH5701315,MONTGOMERY COUNTY WATER SERVICES 1 PWS,OH,526.0,16665.0,150207,0.0,3.024342608625619,5805200.0,2893
NJ1314001,FARMINGDALE WATER DEPT,NJ,130.0,31.0,1500,0.0,3.024193548387097,617200.0,2894
OK1020512,WELEETKA PUBLIC WORKS AUTHORITY,OK,1.0,0.0,998,4.2e-05,3.0235480362537763,4700.0,2895
AL0000558,"EAST BREWTON, THE WWB OF THE TOWN OF",AL,78.0,0.0,2994,0.0036,3.023257328990228,366600.0,2896
WI6480243,PRESCOTT WATERWORKS,WI,22.0,385.0,4258,0.0019,3.0229027515227895,180400.0,2897
TX1460012,LIBERTY COUNTY FWSD 1 HULL,TX,25.0,239.0,798,0.0,3.022727272727273,165300.0,2898
SD4600268,WHISPERING PINES WATER ASSOCIATION,SD,2.0,12.0,48,0.002,3.022222222222222,11800.0,2899
VA1105100,DRYDEN WATER AUTHORITY,VA,2.0,288.0,1922,0.0,3.0220125786163523,67000.0,2900
MO1010633,PECULIAR PWS,MO,1.0,904.0,6226,0.0,3.020863658418244,185500.0,2901
NY2102309,MIDDLEVILLE (V) WATER WORKS,NY,108.0,102.0,550,0.0023,3.0206349206349206,528000.0,2902
NJ1223001,SOUTH RIVER W DEPT,NJ,26.0,3741.0,16000,0.0,3.0205776854823485,870400.0,2903
KY0720113,EDDYVILLE WATER DEPARTMENT,KY,16.0,0.0,3843,0.002,3.020388349514563,75200.0,2904
CA3301031,BANNING HTS. MUTUAL WATER CO.,CA,81.0,1.0,567,0.0009,3.020201005025126,380900.0,2905
KS2012516,MONTGOMERY CO RWD 2C B,OK,4.0,161.0,428,0.0031,3.020194931773879,51000.0,2906
CA1900649,GOLDEN SANDS MOBILE HOME PARK,CA,16.0,0.0,450,0.0,3.0201342281879193,75200.0,2907
MN1180012,Deerwood,MN,17.0,34.0,530,0.005,3.01994301994302,86700.0,2908
MO1010714,MO AMERICAN ST JOSEPH,MO,1255.0,25173.0,89171,0.003,3.0195044867091823,10933100.0,2909
OK3002419,COVINGTON,OK,44.0,0.0,553,0.0067,3.0188930817610067,206800.0,2910
AL0001298,COALING WATER AUTHORITY,AL,14.0,0.0,3747,0.0028,3.0186286490156147,65800.0,2911
AL0000154,JACKSONVILLE WATER WORKS GAS AND SEWER,AL,474.0,1.0,14217,0.0,3.018471337579618,2228000.0,2912
VA3700500,"NEWPORT NEWS, CITY OF",VA,3160.0,9546.0,407300,0.0,3.018445645004706,16761200.0,2913
WI2650149,WALWORTH WATERWORKS,WI,441.0,0.0,2304,0.0063,3.0181549815498157,2072700.0,2914
DE0002618,SLAUGHTER BEACH PWS,DE,2.0,5.0,846,0.001,3.0180602006688964,10400.0,2915
IL0890300,ELBURN,IL,22.0,38.0,6559,0.0038,3.017846304454234,111000.0,2916
NJ0801001,BOROUGH OF CLAYTON,NJ,314.0,0.0,8179,0.00117,3.0174407939767285,1475800.0,2917
CA3500509,TRES PINOS CWD,CA,31.0,5.0,350,0.0,3.0172413793103448,146700.0,2918
VA6153251,PWCSA - WEST,VA,11.0,6247.0,136409,0.0,3.01656346749226,1301100.0,2919
AL0000082,CLAYTON WATER WORKS & SEWER,AL,264.0,18.0,2064,0.00087,3.0161767955801104,1244400.0,2920
MO5024231,GREENE COUNTY PWSD 6,MO,1.0,185.0,485,0.00235,3.0160394265232977,41700.0,2921
MI0004370,"MIDLAND, CITY OF",MI,76.0,1070.0,42547,0.00248,3.0155356607063215,571200.0,2922
IA4721054,"HOLSTEIN, CITY OF",IA,11.0,7.0,1501,0.0073,3.015522522522523,53100.0,2923
OK1010302,ANTLERS PWA,OK,39.0,0.0,2547,0.00814,3.015481197237145,183300.0,2924
NE3103502,"HARVARD, CITY OF",NE,75.0,0.0,1000,0.0016,3.015440508628519,352500.0,2925
NY2902853,LIBERTY UTILITIES NEW YORK - SEA CLIFF,NY,15.0,556.0,13400,0.0,3.014623172103487,181700.0,2926
MS0240084,CITY OF BILOXI-NORTH,MS,135.0,329.0,9858,0.0011,3.0145071225071223,700300.0,2927
WA5301450,ALGONA WATER DEPT,WA,8.0,848.0,3300,0.0,3.0136986301369864,207200.0,2928
NE3115717,"GERING, CITY OF",NE,53.0,1.0,8500,0.00272,3.0136054421768708,249300.0,2929
MI0006930,WATERVLIET,MI,635.0,301.0,2735,0.0008,3.0134588563458853,3044700.0,2930
NY5903442,NEW CASTLE/STANWOOD W.D.,NY,39.0,327.0,17116,0.0,3.0133802816901407,248700.0,2931
OH1801212,CLEVELAND PUBLIC WATER SYSTEM,OH,144721.0,56954.0,1308955,0.0,3.013282841653334,691579500.0,2932
KS2007709,HARPER CO RWD 5,KS,4.0,76.0,209,0.0023,3.013083333333333,34000.0,2933
NJ1221004,SOUTH BRUNSWICK TWP W DI,NJ,1.0,0.0,45450,0.0,3.0129267484255884,4700.0,2934
PA1090081,DOYLESTOWN BORO WATER DEPT,PA,39.0,2099.0,8700,0.0,3.012465373961219,603100.0,2935
OH5800412,MALTA VILLAGE PWS,OH,10.0,0.0,671,0.0052,3.0120444444444447,47000.0,2936
KS2010704,"PLEASANTON, CITY OF",KS,30.0,551.0,1238,0.0062,3.011543316121629,251200.0,2937
TX0200006,CITY OF LAKE JACKSON,TX,24.0,0.0,27314,0.0009,3.0115290201789056,112800.0,2938
PA6610031,SENECA & CRANBERRY MALL DIST,PA,17.0,507.0,4500,0.00102,3.011278195488722,181300.0,2939
VA2005095,CHEROKEE,VA,2.0,25.0,504,0.00059,3.01048275862069,14400.0,2940
OH5100414,AQUA OHIO - MARION,OH,3599.0,6576.0,46317,0.0037,3.010367551222564,18230500.0,2941
KY0750907,SACRAMENTO WATER WORKS,KY,93.0,0.0,2435,0.0038,3.009730440499671,437100.0,2942
MT0000627,GALLATIN VILLAGE MOB HM PARK,MT,35.0,0.0,100,0.0008,3.0095238095238095,164500.0,2943
OK2000508,SAYRE,OK,8.0,1568.0,4375,0.0022,3.009398120375925,351200.0,2944
NJ0313001,EVESHAM MUA,NJ,13.0,5068.0,45538,0.0014,3.009260400926765,1074700.0,2945
IA9436095,GOWRIE MUNI UTILITIES WATER DEPT,IA,11.0,16.0,954,0.007,3.0090322580645164,54900.0,2946
NJ0322001,MOORESTOWN WATER DEPT,NJ,40.0,4961.0,20700,0.0018,3.0089552238805974,1180200.0,2947
OH8752812,NORTHWESTERN W AND SD - TOLEDO SVC AREA,OH,77.0,1697.0,19758,0.0,3.008679762448607,701300.0,2948
TX1010244,HARRIS COUNTY WCID 70,TX,82.0,0.0,2112,0.0,3.0085470085470085,385400.0,2949
TX0990012,RRA GOODLETT WATER SYSTEM,TX,2.0,0.0,105,0.0009,3.0081081081081082,9400.0,2950
PA5040039,MONACA BORO WATER DEPT,PA,26.0,1130.0,6500,0.00336,3.0079395085066163,348200.0,2951
MN1430004,Hutchinson,MN,143.0,3871.0,14900,0.001,3.007822356800404,1446300.0,2952
AL0000615,"BLACK, TOWN OF",AL,1.0,0.0,375,0.0004,3.0078125,4700.0,2953
AL0000773,VERNON WATER AND SEWER BOARD,AL,170.0,0.0,9801,0.0,3.007364222154035,799000.0,2954
OH2400612,JEFFERSONVILLE VILLAGE PWS,OH,15.0,463.0,1356,0.0014,3.0072210953346854,163100.0,2955
NY5110526,SUFFOLK COUNTY WATER AUTHORITY,NY,11.0,54.0,1100000,0.00125,3.005775292443018,62500.0,2956
TX2200069,CITY OF RIVER OAKS,TX,2.0,2296.0,7691,0.002,3.0056781609195404,468600.0,2957
IA4045090,STANHOPE WATER DEPARTMENT,IA,7.0,4.0,364,0.012,3.005504587155963,33700.0,2958
TX0110002,CITY OF ELGIN,TX,16.0,0.0,13188,0.0,3.0047846889952154,75200.0,2959
AL0001326,"CORDOVA, WATER WORKS & GAS BOARD",AL,16.0,17.0,3867,0.0,3.0046620046620047,78600.0,2960
AL0001358,"CHATOM, THE UTILITIES BOARD OF THE TOWN",AL,4.0,1.0,2037,0.0,3.004424778761062,19000.0,2961
MN1190010,Hampton,MN,2.0,56.0,691,0.0,3.0043478260869567,20600.0,2962
MO1010177,HENRY COUNTY WATER COMPANY,MO,38.0,3848.0,11373,0.00337,3.0043429680759277,948200.0,2963
TX1011737,NORTH BELT UTILITY DISTRICT,TX,3.0,0.0,2775,0.0008,3.0041109969167517,14100.0,2964
WI7720113,PORT EDWARDS WATER UTILITY,WI,3.0,99.0,1866,0.0026,3.003347050754458,33900.0,2965
NJ0416001,HADDON TWP WATER DEPARTM,NJ,272.0,3628.0,11938,0.0,3.003270440251572,2004000.0,2966
CT0090011,BETHEL WATER DEPT,CT,35.0,1397.0,9507,0.00238,3.003119956379498,443900.0,2967
DE0000567,DELMAR UTILITY COMM  (TN OF DELMAR),DE,56.0,334.0,2027,0.002,3.002962962962963,330000.0,2968
OH0700612,BRIDGEPORT PUBLIC WATER SYSTEM,OH,16.0,1201.0,2830,0.0048,3.0028938906752414,315400.0,2969
MI0003870,LINCOLN PARK,MI,2647.0,0.0,38144,0.0031,3.0022238166677533,12440900.0,2970
MI0007040,WESTLAND,MI,166.0,13193.0,85420,0.0,3.0020383777324806,3418800.0,2971
MN1860016,Montrose,MN,5.0,148.0,3899,0.0,3.001539645881447,53100.0,2972
WI7370169,COLBY WATERWORKS,WI,3.0,0.0,1829,0.00095,3.001291152263374,14100.0,2973
GA1090001,CLAXTON,GA,78.0,1372.0,3840,0.0025,3.0006697923643673,641000.0,2974
KY1060436,US 60 WATER DISTRICT,KY,9.0,1174.0,7892,0.001,3.000047517224994,277100.0,2975
TX1550132,HOG CREEK WSC,TX,1.0,5.0,744,0.0,3.0,5700.0,2976
TX1010209,HARRIS COUNTY FWSD 58,TX,1.0,0.0,1968,0.0,3.0,4700.0,2977
AL0001219,WOLF CREEK WATER AUTHORITY,AL,12.0,0.0,1044,0.0,3.0,56400.0,2978
DE0000008,"MT PLEASANT MHP, LLC",DE,5.0,0.0,117,0.0,3.0,23500.0,2979
AL0001313,TUSCALOOSA WATER & SEWER,AL,14.0,0.0,166524,0.0,3.0,65800.0,2980
CA1900801,COLORADO MUTUAL WATER COMPANY,CA,8.0,0.0,39,0.0,3.0,37600.0,2981
ND2500964,VELVA CITY OF,ND,12.0,439.0,1084,0.00671,2.9998266411727212,144200.0,2982
GA0990002,JAKIN,GA,28.0,0.0,262,0.0008,2.999710144927536,131600.0,2983
PR0003712,SANTA ISABEL,PR,1.0,342.0,3335,0.006,2.9987154784842645,73100.0,2984
TX1010017,CITY OF KATY,TX,135.0,0.0,25253,0.00269,2.998258800630894,634500.0,2985
MN1200002,Dodge Center,MN,25.0,236.0,2939,0.002,2.998079807980798,164700.0,2986
ME0091540,VAN BUREN WATER DISTRICT,ME,2.0,0.0,2190,0.0027,2.9979118329466354,9400.0,2987
AL0001106,PICKENS COUNTY WATER AUTHORITY,AL,1.0,2.0,14364,0.0,2.9974958263772953,5100.0,2988
NY1200265,HAMDEN WATER DIST 1 - HAMDEN,NY,1.0,5.0,175,0.0017,2.9974358974358974,5700.0,2989
IN5230004,GREENFIELD WATER UTILITY,IN,710.0,808.0,26671,0.0011,2.9972645098244506,3498600.0,2990
TX1770007,BITTER CREEK WSC SOUTH,TX,13.0,577.0,2973,0.0,2.996975806451613,176500.0,2991
NE3101914,RIVERSIDE MOBILE HOME PARK,NE,12.0,0.0,122,0.006,2.9964912280701754,56400.0,2992
WI1570105,SAUK CITY WATERWORKS,WI,195.0,387.0,3518,0.0064,2.996425870646766,993900.0,2993
WA5348250,STEVENS CO PUD - LOON LAKE,WA,157.0,0.0,2487,0.0,2.996385542168675,737900.0,2994
MI0005280,"PERRY, CITY OF",MI,137.0,8.0,2065,0.003,2.9963724304715837,645500.0,2995
MO5010413,MO AMERICAN JOPLIN,MO,1841.0,20366.0,73728,0.004,2.9955350269438026,12725900.0,2996
OH7901612,TCMSD-WILKSHIRE HILLS PWS,OH,1.0,1341.0,6587,0.0,2.9954524783992724,272900.0,2997
MI0000930,BROWN CITY,MI,33.0,0.0,1316,0.002,2.994912985274431,155100.0,2998
AL0000945,NORTH MARSHALL UTILITIES,AL,15.0,4.0,15300,0.0,2.9947152084556663,71300.0,2999
AL0001150,"CALERA, THE WWB OF TE CITY OF",AL,196.0,0.0,26982,0.0,2.994340250804572,921200.0,3000
GA2510001,NEWINGTON,GA,72.0,0.0,428,0.002,2.994238683127572,338400.0,3001
NY5700120,GRANVILLE VILLAGE,NY,50.0,523.0,2418,0.0035,2.9941767068273095,339600.0,3002
OH3101112,INDIAN HILL CITY PWS,OH,10.0,4873.0,15000,0.00165,2.9940658155008095,1021600.0,3003
SC1010001,CHARLESTON WATER SYSTEM (SC1010001),SC,6506.0,65064.0,327422,0.0035,2.993568872810659,43591000.0,3004
CT0800011,MERIDEN WATER DIVISION,CT,30.0,417.0,58441,0.0013,2.9931605159384773,224400.0,3005
AL0001402,ADDISON WATER WORKS,AL,2.0,1.0,2622,0.0,2.993150684931507,9600.0,3006
WA5323500,ENTIAT CITY OF,WA,143.0,18.0,1730,0.0,2.9930795847750864,675700.0,3007
AL0001002,MOBILE COUNTY WATER & FIRE PRO AUTHORITY,AL,36.0,4.0,39573,0.0016,2.993037178786222,170000.0,3008
MI0005320,"PIGEON, VILLAGE OF",MI,2.0,0.0,1208,0.007,2.992792792792793,9400.0,3009
OH2501512,GROVEPORT PWS,OH,2.0,525.0,3229,0.0015,2.9923336141533277,114400.0,3010
OK1020609,MCALESTER PWA,OK,69.0,5234.0,18206,0.0036,2.992106030483764,1371100.0,3011
MN1870004,Granite Falls,MN,58.0,0.0,2843,0.01,2.991372053872054,272600.0,3012
NM3521513,EUNICE WATER SUPPLY SYSTEM,NM,5.0,1243.0,4487,0.00099,2.991333333333334,272100.0,3013
MN1700008,Savage,MN,2.0,1065.0,30285,0.0,2.991111111111111,222400.0,3014
AL0001540,"CARROLLS CREEK, WATER AUTHORITY",AL,1.0,0.0,16248,0.0,2.9906129210381005,4700.0,3015
MI0004510,"MOUNT CLEMENS, CITY OF",MI,707.0,2363.0,16314,0.0016,2.9905847275136654,3795500.0,3016
NY1400537,ORCHARD PARK VILLAGE,NY,4.0,865.0,3100,0.0,2.9893924783027965,191800.0,3017
CT1620011,WINSTED WATER WORKS,CT,4.0,2169.0,7784,0.0,2.989247311827957,452600.0,3018
FL6605032,SUMTERVILLE WATER TREATMENT PLANT,FL,1.0,170.0,500,0.0015,2.989130434782609,38700.0,3019
AL0001512,LOWNDES COUNTY WATER SYSTEM,AL,1.0,0.0,3675,0.0,2.9878048780487805,4700.0,3020
MD0210012,TOWN OF HANCOCK,MD,16.0,729.0,1921,0.00238,2.9876492170022373,221000.0,3021
PA4410156,JERSEY SHORE AREA JNT WAT AUTH,PA,53.0,1947.0,6600,0.003,2.987551867219917,638500.0,3022
SD4600150,HARTFORD,SD,11.0,125.0,3396,0.001,2.986314921681781,76700.0,3023
IL1630600,FREEBURG,IL,26.0,0.0,4707,0.0056,2.985810623556582,122200.0,3024
IL1870150,MONMOUTH,IL,540.0,2418.0,8902,0.0036,2.984986479177934,3021600.0,3025
ME0091150,EAST MILLINOCKET WATER WORKS,ME,19.0,0.0,2133,0.0028,2.984858490566038,89300.0,3026
ME0091180,NORWAY WATER DISTRICT,ME,4.0,289.0,2000,0.0034,2.984590429845904,76600.0,3027
PA7280014,GREENCASTLE AREA WATER AUTH,PA,107.0,1171.0,5500,0.00521,2.984427439924822,737100.0,3028
SC2410001,GREENWOOD CPW (2410001),SC,1046.0,5923.0,52022,0.004,2.9828678345630952,6100800.0,3029
PA2450039,AQUA PA MOUNTAINHOME SYSTEM,PA,29.0,51.0,1450,0.002,2.982456140350877,146500.0,3030
AL0000626,MALVERN WATER DEPARTMENT,AL,1.0,0.0,1852,0.0,2.9822866344605474,4700.0,3031
IL0990800,OTTAWA,IL,48.0,1051.0,18097,0.00497,2.9810862822733646,435800.0,3032
WV3304803,SISTERSVILLE MUNICIPAL WATER,WV,1.0,0.0,1892,0.0023,2.9810200364298725,4700.0,3033
NY0600376,SINCLAIRVILLE VILLAGE,NY,51.0,0.0,772,0.0,2.9806949806949805,239700.0,3034
MI0005590,QUINNESEC,MI,180.0,0.0,1200,0.004,2.980392156862745,846000.0,3035
MI0003950,LOWELL,MI,95.0,387.0,4150,0.0,2.979181622397703,523900.0,3036
WV3303308,PAW PAW WATER WORKS,WV,1.0,187.0,524,0.0047,2.9791630591630596,42100.0,3037
MN1480002,Milaca,MN,98.0,846.0,3043,0.0,2.977495107632094,629800.0,3038
IN5213006,BLUE RIVER REGIONAL WATER DISTRICT,IN,2.0,558.0,2000,0.00257,2.9767047861075815,121000.0,3039
GA1210009,ROSWELL,GA,13.0,88.0,14300,0.0032,2.9766111968891176,78700.0,3040
IL0574620,LONDON MILLS,IL,3.0,0.0,500,0.0,2.9761904761904763,14100.0,3041
TX1390001,CITY OF DEPORT,TX,25.0,0.0,750,0.0,2.9761904761904763,117500.0,3042
GA0710003,FUNSTON,GA,79.0,0.0,653,0.0025,2.9759114583333335,371300.0,3043
NY2902820,EAST WILLISTON (V),NY,112.0,597.0,2556,0.0,2.9755529685681026,645800.0,3044
PR0002712,JAYUYA URBANO,PR,2.0,1166.0,7644,0.006,2.975145954962469,242600.0,3045
PR0004314,YAUCO,PR,4.0,6777.0,35618,0.006,2.9750730863313644,1374200.0,3046
OH7701012,CUYAHOGA FALLS CITY PWS,OH,1071.0,3067.0,51114,0.0,2.974684280975383,5647100.0,3047
NJ0405001,BERLIN WATER DEPARTMENT,NJ,14.0,818.0,12991,0.00345,2.9744843633655993,229400.0,3048
NC0343015,"ANGIER, TOWN OF",NC,1.0,1065.0,13302,0.0,2.9738430583501008,217700.0,3049
AL0000814,LOACHAPOKA WATER AUTHORITY,AL,10.0,0.0,14964,0.0009,2.9737232845894264,47000.0,3050
TX1010719,HARRIS COUNTY MUD 50,TX,8.0,0.0,4743,0.0,2.973667711598746,37600.0,3051
NJ1105001,HOPEWELL BORO W DEPT,NJ,154.0,1.0,2035,0.00172,2.972931411096549,724000.0,3052
IN5244010,WOLCOTTVILLE WATER WORKS,IN,55.0,214.0,1035,0.00232,2.9728358208955226,301300.0,3053
KY0450132,FLATWOODS WATER COMPANY,KY,62.0,2365.0,9649,0.002,2.9724200416779922,764400.0,3054
PA6250078,CRANESVILLE WATER DEPARTMENT,PA,2.0,122.0,638,0.001,2.9717612809315868,33800.0,3055
GA3210002,SUMNER,GA,12.0,18.0,662,0.0019,2.971527224435591,60000.0,3056
TX1520002,LUBBOCK PUBLIC WATER SYSTEM,TX,141.0,0.0,275041,0.00136,2.9714624693339142,662700.0,3057
AL0000268,LINEVILLE WATER WORKS BOARD,AL,130.0,0.0,3420,0.0,2.9713292788879238,611000.0,3058
GA2610004,PLAINS,GA,11.0,0.0,942,0.0026,2.9711827956989247,51700.0,3059
IL1570450,RED BUD,IL,43.0,0.0,3804,0.0074,2.9710460251046027,202100.0,3060
MI0003070,HARTFORD,MI,623.0,0.0,2688,0.0,2.9701657458563537,2928100.0,3061
OH8600912,MONTPELIER VILLAGE,OH,7.0,1570.0,4280,0.004,2.9689667761956917,346900.0,3062
GA2690000,BUTLER,GA,1.0,1357.0,4518,0.0,2.968462549277267,276100.0,3063
PR0003824,PONCE URBANO,PR,2.0,23012.0,111926,0.006,2.9677348484848483,4611800.0,3064
IL1150150,DECATUR,IL,6558.0,12.0,76122,0.0026,2.9675220944913283,30825000.0,3065
GA2050004,SALE CITY,GA,22.0,0.0,518,0.0021,2.967437185929648,103400.0,3066
TX0890001,CITY OF GONZALES,TX,14.0,0.0,9172,0.0,2.967324490456163,65800.0,3067
MI0006600,THREE OAKS,MI,16.0,744.0,1622,0.0078,2.9668351383874847,224000.0,3068
GA0510033,THE LANDINGS SUBDIVISION,GA,46.0,0.0,11058,0.0035,2.9667609310419842,216200.0,3069
PA6170023,HOUTZDALE MUNICIPAL AUTHORITY,PA,20.0,1622.0,8410,0.0,2.9664902998236333,418400.0,3070
KY1060394,SHELBYVILLE WATER & SEWER COMMISSION,KY,157.0,1.0,23760,0.003,2.9662921348314604,738100.0,3071
TX1010565,HARRIS COUNTY MUD 43,TX,27.0,63.0,5940,0.00205,2.965217391304348,139500.0,3072
OH3101812,READING CITY PWS,OH,259.0,960.0,9506,0.0019,2.964321431866409,1409300.0,3073
MI0003750,LAKEVIEW,MI,108.0,0.0,1007,0.005,2.9639440765268583,507600.0,3074
MI0006110,"SOUTH LYON, CITY OF",MI,40.0,457.0,11055,0.0,2.9638069705093835,279400.0,3075
AL0001071,PINE LEVEL WATER AUTHORITY,AL,108.0,0.0,2700,0.0,2.96377607025247,507600.0,3076
KY0200018,BARDWELL CITY UTILITIES,KY,48.0,0.0,1227,0.0,2.963768115942029,225600.0,3077
TX1750012,CHATFIELD WSC,TX,2.0,659.0,6546,0.0,2.9633318243549116,141200.0,3078
TN0000178,LAURELBROOK SCHOOL,TN,9.0,3.0,150,0.001,2.962962962962963,42900.0,3079
AL0001091,TRINITY WATER WORKS SYSTEM,AL,3.0,1.0,2844,0.0,2.9625,14300.0,3080
NY4600069,ROTTERDAM WD #5,NY,92.0,8857.0,28000,0.0022,2.962416189948945,2203800.0,3081
MN1080003,New Ulm,MN,299.0,2295.0,14052,0.002,2.9623511904761903,1864300.0,3082
LA1069007,NATCHITOCHES WATER SYSTEM,LA,450.0,2122.0,27693,0.0,2.962134987699219,2539400.0,3083
OH5553612,NAWA,OH,29.0,2211.0,24766,0.0032,2.9611168046248855,578500.0,3084
TN0000405,LIVINGSTON WATER DEPT,TN,4.0,0.0,15733,0.001,2.9602869406714882,18800.0,3085
IL1850200,MOUNT CARMEL,IL,55.0,3631.0,7015,0.0091,2.9589831101776496,984700.0,3086
WI2520202,WATERFORD WATERWORKS,WI,40.0,1.0,5368,0.00337,2.958600660066007,188200.0,3087
IL1790500,MORTON,IL,27.0,26.0,17111,0.0018,2.957456790123457,132100.0,3088
IN5246017,LAPORTE WATER WORKS,IN,538.0,0.0,22197,0.0035,2.9570425577878594,2528600.0,3089
PA6160030,FRYBURG WATER COMPANY,PA,2.0,194.0,490,0.0041,2.957030015797789,48200.0,3090
TX2480002,CITY OF WINK,TX,63.0,0.0,1839,0.0,2.9565916398713825,296100.0,3091
TX1490029,OLD MARBACH SCHOOL WSC,TX,1.0,107.0,712,0.00163,2.956444444444444,26100.0,3092
PA5020010,CORAOPOLIS WATER & SEWER AUTH,PA,59.0,2209.0,5804,0.00433,2.9562930171277997,719100.0,3093
IL0370550,SYCAMORE,IL,5.0,0.0,18500,0.0031,2.9555584977271723,23500.0,3094
MI0001470,CLINTON,MI,189.0,44.0,2336,0.002,2.954761904761905,897100.0,3095
KY0140079,CLOVERPORT WATER & SEWER SYSTEM,KY,5.0,499.0,1560,0.0,2.9545454545454546,123300.0,3096
TX1110012,CITY OF TOLAR,TX,17.0,0.0,1461,0.00186,2.95353237410072,79900.0,3097
ME0090520,ELLSWORTH WATER DEPARTMENT,ME,27.0,68.0,3910,0.004,2.9532896044523946,140500.0,3098
GA0130002,WINDER,GA,867.0,3.0,51540,0.00052,2.952753045404208,4075500.0,3099
MI0002480,FREEPORT,MI,51.0,5.0,483,0.00178,2.952546448087432,240700.0,3100
KS2016109,KONZA VALLEY WATER BENEFIT DISTRICT,KS,14.0,45.0,345,0.0022,2.952238805970149,74800.0,3101
PR0005386,"RIO BLANCO,VIEQUES,CULEDRA",PR,2.0,12875.0,80759,0.006,2.9520261096605744,2584400.0,3102
IA4884023,WILLIAMSBURG PUBLIC WATER SUPPLY,IA,29.0,0.0,3345,0.003,2.951470588235294,136300.0,3103
AL0000572,ATTALLA WATER WORKS BOARD,AL,2.0,135.0,8403,0.0014,2.9512624477995497,36400.0,3104
UTAH29008,LIBERTY PIPELINE COMPANY,UT,1.0,133.0,1750,0.0,2.9510961214165263,31300.0,3105
AL0001343,"OAKMAN, TOWN OF",AL,3.0,0.0,3576,0.0,2.9504950495049505,14100.0,3106
IL1034600,LEE,IL,19.0,4.0,313,0.0055,2.9501149425287356,90100.0,3107
TX1610001,CITY OF BAY CITY,TX,157.0,0.0,18061,0.0036,2.9498998946259216,737900.0,3108
IN5290001,BLUFFTON UTILITIES WATER DEPT,IN,837.0,1435.0,10298,0.0044,2.9498885197489852,4220900.0,3109
KS2000122,ALLEN CO RWD 16,KS,1.0,0.0,133,0.0023,2.9498717948717945,4700.0,3110
VA6107600,"PURCELLVILLE, TOWN OF",VA,16.0,0.0,8929,0.0,2.9497852659398744,75200.0,3111
NE3109902,"AXTELL, VILLAGE OF",NE,37.0,133.0,880,0.0031,2.9496296296296296,200500.0,3112
NJ0119002,NJ AMERICAN WATER - ATLANTIC COUNTY,NJ,649.0,23471.0,120146,0.001,2.949091801669121,7744500.0,3113
KS2012105,"OSAWATOMIE, CITY OF",KS,372.0,45.0,4280,0.0029,2.9488837567359507,1757400.0,3114
TX2120008,COMMUNITY WATER CO MONTGOMERY GARDEN,TX,61.0,53.0,1038,0.0,2.9488636363636362,297300.0,3115
IL2015400,PRAIRIE PATH WATER COMPANY-WILDWOOD,IL,4.0,105.0,490,0.0026,2.9483760683760685,39800.0,3116
MN1270042,Osseo,MN,8.0,587.0,2650,0.0,2.947719688542825,155000.0,3117
AL0000161,OHATCHEE WATER SYSTEM,AL,1.0,0.0,1680,0.0,2.9473684210526314,4700.0,3118
NJ0808001,NJ AMERICAN WATER - HARRISON,NJ,21.0,2550.0,9193,0.001,2.947359983969542,608700.0,3119
WI7370151,MARATHON CITY WATERWORKS,WI,2.0,406.0,1695,0.00036,2.946825127334465,90600.0,3120
NJ0803001,EAST GREENWICH TWP WATER DEPT,NJ,62.0,0.0,9900,0.002,2.9464285714285716,291400.0,3121
